gpdm,gpmc,gplx,zxj,zsz,zsz_d,mgsy,roe,cjl_hand,syl_dynamic,zzc,zzc_d,zfz,zfz_d,gdqyhj,gdqyhj_d,jlrtb,ystbl,zys,zys_d,zlr,zlr_d,jlr,jlr_d,ldbl,sdbl,gsnzjz_jlr,gsnzjz_ys
002947,恒铭达,5G概念,23.94,39.42亿,3942000000.0,0.108,1.39,1.03万,55.67,16.38亿,1638000000.0,3.39亿,339000000.0,12.99亿,1299000000.0,-39.00,88.65,1.72亿,172000000.0,2099.74万,20997399.999999996,1770.00万,17700000.0,3.955,3.662,,
300520,科大国创,5G概念,25.36,61.85亿,6185000000.0,0.090,1.50,21.43万,70.75,26.16亿,2616000000.0,12.46亿,1246000000.0,13.70亿,1370000000.0,,9.34,2.23亿,223000000.0,2346.57万,23465700.0,2185.55万,21855500.0,1.305,1.103,,
603773,沃格光电,5G概念,22.45,27.47亿,2747000000.0,0.089,0.67,3.14万,62.97,20.52亿,2052000000.0,4.50亿,450000000.0,16.02亿,1602000000.0,,79.29,1.89亿,189000000.0,1269.45万,12694500.0,1090.51万,10905100.0,1.932,1.852,,
600105,永鼎股份,5G概念,3.56,49.16亿,4916000000.0,0.087,4.35,27.35万,10.20,77.17亿,7717000000.0,45.77亿,4577000000.0,31.40亿,3140000000.0,,70.71,8.26亿,826000000.0,1.59亿,159000000.0,1.21亿,121000000.0,1.016,0.896,,
300602,飞荣达,5G概念,22.88,115.9亿,11590000000.0,0.069,1.44,7.21万,82.59,46.53亿,4653000000.0,19.40亿,1939999999.9999998,27.13亿,2713000000.0,-18.23,8.21,6.26亿,626000000.0,3254.41万,32544100.0,3507.37万,35073700.0,1.653,1.248,,
002396,星网锐捷,5G概念,30.58,178.4亿,17840000000.0,0.068,0.94,39.03万,112.46,87.78亿,8778000000.0,38.50亿,3850000000.0,49.29亿,4929000000.0,,77.73,19.19亿,1919000000.0000002,-253.37万,-2533700.0,3965.04万,39650400.0,1.761,0.988,,
300249,依米康,5G概念,8.37,36.62亿,3661999999.9999995,0.066,4.57,40.52万,31.59,27.46亿,2746000000.0,19.54亿,1954000000.0,7.92亿,792000000.0,,72.43,2.41亿,241000000.0,3380.78万,33807800.0,2897.59万,28975900.0,,,,
002149,西部材料,5G概念,15.88,77.53亿,7753000000.0,0.063,1.19,22.89万,63.06,52.32亿,5232000000.0,22.96亿,2296000000.0,29.36亿,2936000000.0,,48.53,4.60亿,459999999.99999994,4313.83万,43138300.0,3073.73万,30737300.0,1.710,0.906,,
300635,中达安,5G概念,16.76,22.85亿,2285000000.0,0.060,1.28,9214,69.98,11.86亿,1186000000.0,5.21亿,521000000.0,6.65亿,665000000.0,,69.12,1.29亿,129000000.0,1059.55万,10595500.0,816.23万,8162300.0,1.940,1.940,,
688219,会通股份,5G概念,17.95,82.44亿,8244000000.0,0.060,1.65,2.18万,73.54,45.70亿,4570000000.0,28.52亿,2852000000.0,17.18亿,1718000000.0,,61.14,10.39亿,1039000000.0,2830.11万,28301100.0,2802.75万,28027500.0,1.120,0.884,,
002123,梦网科技,5G概念,22.63,183.7亿,18370000000.0,0.060,1.05,54.90万,97.10,61.27亿,6127000000.0,16.59亿,1659000000.0,44.68亿,4468000000.0,40.87,-0.54,6.24亿,624000000.0,5357.58万,53575800.0,4728.39万,47283900.0,1.881,1.880,,
